date,equity
2023-07-22,21750.826079259015
2023-07-23,21501.91331909604
2023-07-24,21815.760780832225
2023-07-25,21395.26459701917
2023-07-26,21701.71177240781
2023-07-27,21915.154485421455
2023-07-28,21697.735443798374
2023-07-29,21710.123864316865
2023-07-30,21422.541205091584
2023-07-31,21532.682448566196
2023-08-01,21517.88918846214
2023-08-02,21361.97451081402
2023-08-03,21545.56116330852
2023-08-04,21840.921199844717
2023-08-05,22243.990428903882
2023-08-06,21862.53192494921
2023-08-07,22395.112311991667
2023-08-08,22186.302532846294
2023-08-09,22106.70971771697
2023-08-10,21900.71061742341
2023-08-11,21459.127887961797
2023-08-12,21623.298080122608
2023-08-13,21927.26347805425
2023-08-14,21961.103174625357
2023-08-15,22186.1347950787
2023-08-16,22160.022695611107
2023-08-17,21328.198454469388
2023-08-18,21349.485643831675
2023-08-19,21315.826165963925
2023-08-20,21344.21279742054
2023-08-21,21419.809269088597
2023-08-22,20858.981139356198
2023-08-23,20850.503754129975
2023-08-24,20430.298081014113
2023-08-25,20564.02498711903
2023-08-26,20690.59445162612
2023-08-27,21104.354734790926
2023-08-28,21104.485641012154
2023-08-29,21036.44337788055
2023-08-30,20811.792509643157
2023-08-31,20539.433275279942
2023-09-01,20983.667170580495
2023-09-02,21214.218945316516
2023-09-03,21334.271861089037
2023-09-04,21720.220837273588
2023-09-05,21814.59112969791
2023-09-06,21735.24191836808
2023-09-07,21979.437473267262
2023-09-08,21845.155069585948
2023-09-09,21835.255006828535
2023-09-10,22147.126238198114
2023-09-11,22440.590892170705
2023-09-12,22327.970221543517
2023-09-13,22267.71444546182
2023-09-14,22133.522639669663
2023-09-15,22170.045971742285
2023-09-16,22147.50780142565
2023-09-17,21797.532374749542
2023-09-18,21870.030753795883
2023-09-19,22421.421736615714
2023-09-20,22267.5263878024
2023-09-21,22025.09536374425
2023-09-22,22200.794681293362
2023-09-23,22566.985825241984
2023-09-24,22631.821645899538
2023-09-25,22542.219709000365
2023-09-26,22524.52886511506
2023-09-27,22445.718638756585
2023-09-28,22412.716517406923
